RuleFit-Bin Results  (467 XGBoost-bin features: 126 ctx + 341 diff)
Accuracy: 0.5843  |  Weighted Acc: 0.6402  |  F1: 0.4357  |  AUC: 0.7578
Non-zero terms: 782  (315 rules, 467 linear terms)

Rank  Type           Coef   Importance   Support  Rule
644   rule        -0.0090       0.0040     0.719  diff_379_pronoun followed by a verb > -0.5 and diff_1531_discovery and revelation <= 0.5 and diff_7346_grab attention / appeal to senses > -0.5
645   linear      +0.0092       0.0040     1.000  ctx_143_overall system complexities
646   rule        +0.0083       0.0040     0.628  diff_512_lists with explanations > -0.5
647   rule        +0.0109       0.0040     0.162  diff_2633_descriptions of people > 0.5
648   rule        +0.0187       0.0040     0.048  diff_543_text descriptions and examples <= -0.5 and diff_563_defines states or conditions <= -0.5
649   rule        +0.0110       0.0040     0.845  diff_605_past-tense narration > -0.5
650   linear      -0.0083       0.0040     1.000  ctx_465
651   rule        -0.0132       0.0040     0.899  diff_3332_defining a professional role <= 0.5
652   rule        -0.0101       0.0039     0.813  diff_1170_quizzes and puzzles <= 0.5
653   linear      -0.0063       0.0039     1.000  diff_1214
654   linear      -0.0061       0.0039     1.000  diff_1494
655   linear      -0.0099       0.0039     1.000  diff_469_year onward
656   linear      +0.0067       0.0039     1.000  diff_892_Likely causing this
657   rule        +0.0086       0.0039     0.719  diff_2400_hypothetical scenarios <= 0.5
658   linear      -0.0093       0.0038     1.000  ctx_2633_descriptions of people
659   linear      -0.0053       0.0038     1.000  diff_1781
660   linear      -0.0053       0.0037     1.000  diff_131
661   linear      -0.0117       0.0037     1.000  ctx_22_units of measurement
662   linear      +0.0074       0.0037     1.000  ctx_606
663   rule        +0.0118       0.0037     0.891  diff_1321_support and encouragement <= 0.5
664   rule        +0.0099       0.0036     0.160  diff_1497_question mark <= -0.5
665   linear      +0.0092       0.0036     1.000  ctx_5040_won't work or do
666   linear      +0.0084       0.0036     1.000  ctx_377
667   linear      +0.0077       0.0036     1.000  ctx_223
668   linear      -0.0039       0.0035     1.000  diff_250
669   linear      +0.0071       0.0035     1.000  diff_145_time and periods
670   linear      -0.0077       0.0034     1.000  ctx_1788_support organizations and helplines
671   rule        +0.0093       0.0034     0.164  diff_2193_tragic and horrific events <= -0.5
672   linear      -0.0076       0.0033     1.000  ctx_5_list items and punctuation
673   linear      +0.0071       0.0032     1.000  ctx_295_understand you
674   rule        +0.0127       0.0032     0.067  diff_543_text descriptions and examples > -0.5 and diff_892_Likely causing this > -0.5 and diff_901 <= -0.5 and ctx_377 <= 0.5
675   linear      +0.0053       0.0032     1.000  diff_261
676   rule        -0.0107       0.0031     0.908  diff_819_time units before temporal markers <= 0.5
677   rule        +0.0110       0.0031     0.086  diff_1279 > 0.5 and diff_4053_joke, humor, comedy > -0.5 and diff_8878_things or anything <= 0.5 and ctx_641_asking questions and seeking context <= 0.5
678   rule        -0.0060       0.0030     0.466  diff_83 <= 0.5 and diff_1497_question mark > -0.5 and diff_3142_asking about who <= 0.5
679   rule        +0.0098       0.0030     0.896  diff_3092_seeing and noticing <= 0.5
680   rule        +0.0081       0.0030     0.161  diff_543_text descriptions and examples > -0.5 and diff_892_Likely causing this > -0.5 and ctx_377 > 0.5
681   rule        +0.0092       0.0029     0.885  diff_2315_you probably use <= 0.5
682   linear      -0.0043       0.0029     1.000  diff_2919_introducing specific nouns
683   linear      +0.0053       0.0029     1.000  diff_894_past time references
684   linear      -0.0039       0.0028     1.000  diff_162
685   rule        -0.0126       0.0028     0.053  ctx_162 <= 0.5 and diff_903 <= -0.5 and diff_1280 > -0.5
686   linear      -0.0057       0.0028     1.000  ctx_444_values, feelings, judgments
687   linear      -0.0048       0.0028     1.000  diff_234
688   rule        -0.0071       0.0028     0.190  diff_484_positive sentiment words <= -0.5 and diff_3669_video content and analysis > -0.5
689   rule        -0.0057       0.0027     0.660  diff_634_individuals or organizations > -0.5
690   linear      -0.0059       0.0027     1.000  ctx_1275
691   linear      -0.0055       0.0027     1.000  diff_2135_areas for improvement or concern
692   linear      -0.0052       0.0027     1.000  diff_1236
693   rule        +0.0059       0.0026     0.258  diff_490_detailed explanation > 0.5
694   rule        +0.0069       0.0026     0.164  diff_5439_offensive content > 0.5 and diff_9012_time durations and speed <= 0.5
695   rule        -0.0051       0.0025     0.468  diff_223 > -0.5 and diff_249 > -0.5 and diff_4153_roles and actions > -0.5
696   linear      -0.0054       0.0025     1.000  ctx_6524_starts questions
697   linear      +0.0052       0.0025     1.000  ctx_2346_filling blanks or correcting sentences
698   linear      +0.0038       0.0025     1.000  diff_717
699   linear      +0.0033       0.0024     1.000  diff_773
700   linear      -0.0037       0.0024     1.000  diff_1240
701   rule        +0.0065       0.0024     0.166  diff_5439_offensive content <= -0.5
702   rule        -0.0069       0.0024     0.859  diff_10871_boy or girl > -0.5 and diff_11469_read the following <= 0.5
703   rule        -0.0058       0.0024     0.210  diff_11052_How to write clickbait titles > 0.5
704   linear      +0.0050       0.0024     1.000  diff_2315_you probably use
705   rule        -0.0073       0.0024     0.119  diff_543_text descriptions and examples > 0.5 and diff_1032_scenes and vehicles > -0.5 and diff_2315_you probably use > -0.5
706   rule        +0.0068       0.0023     0.138  diff_892_Likely causing this > 0.5 and diff_2223_past actions or events <= 0.5
707   linear      +0.0051       0.0023     1.000  ctx_16357_Paste Special, ride is, Taste is
708   rule        +0.0070       0.0023     0.129  diff_305 > 0.5 and diff_1279 <= 0.5 and diff_4053_joke, humor, comedy > -0.5 and diff_8878_things or anything <= 0.5 and ctx_641_asking questions and seeking context <= 0.5
709   rule        -0.0105       0.0023     0.949  diff_2029_strategic initiatives <= 0.5
710   rule        +0.0059       0.0022     0.829  diff_2497 > -0.5
711   rule        -0.0071       0.0022     0.107  diff_543_text descriptions and examples <= -0.5 and diff_1176_load balancer <= 0.5 and diff_1966_unexpected things <= 0.5
712   rule        -0.0066       0.0022     0.125  diff_2390_images > 0.5
713   linear      +0.0044       0.0022     1.000  ctx_728_consciousness
714   linear      +0.0043       0.0022     1.000  ctx_1068_technical terms and concepts
715   rule        -0.0062       0.0021     0.136  diff_416 > -0.5 and diff_484_positive sentiment words > -0.5 and diff_1315 <= -0.5
716   linear      +0.0043       0.0021     1.000  ctx_433_problem, issue
717   rule        +0.0062       0.0021     0.136  diff_2695_compelling and crucial appeal > 0.5
718   rule        -0.0043       0.0021     0.372  diff_484_positive sentiment words <= 0.5 and diff_750 > -0.5 and diff_1170_quizzes and puzzles <= 0.5 and diff_1497_question mark > -0.5 and diff_2633_descriptions of people > -0.5 and diff_7346_grab attention / appeal to senses > -0.5
719   rule        +0.0053       0.0021     0.191  diff_8878_things or anything > 0.5
720   rule        +0.0049       0.0020     0.222  diff_391_i am a / i'm a <= 0.5 and diff_634_individuals or organizations <= -0.5 and diff_693 > -0.5
721   linear      +0.0062       0.0020     1.000  diff_1227_professional presentations and conferences
722   rule        -0.0051       0.0019     0.837  diff_2987 <= 0.5
723   rule        -0.0072       0.0019     0.073  diff_1115_describing people or animals > -0.5 and diff_1389_past events <= 0.5 and diff_1531_discovery and revelation > 0.5
724   rule        +0.0061       0.0019     0.105  diff_436 <= -0.5 and diff_641_asking questions and seeking context > -0.5 and diff_2007_numerical time durations > -0.5 and diff_11566_analogy > -0.5 and diff_12705_never > -0.5
725   linear      -0.0037       0.0018     1.000  ctx_838_tokyo, help, start
726   linear      -0.0046       0.0018     1.000  ctx_1285_Accelerated, Generative, Elaborately
727   rule        -0.0053       0.0018     0.865  diff_3669_video content and analysis <= 0.5
728   rule        +0.0053       0.0018     0.870  diff_2727_internet social media slang > -0.5
729   rule        -0.0068       0.0018     0.927  diff_5200_recognizing or noticing > -0.5
730   rule        +0.0067       0.0017     0.927  diff_5200_recognizing or noticing <= 0.5
731   linear      -0.0035       0.0017     1.000  ctx_347
732   rule        +0.0123       0.0017     0.018  diff_1234_direct, personal, necessity <= -0.5 and diff_2654_results and output > 0.5
733   rule        +0.0132       0.0016     0.015  diff_286 > 0.5 and diff_3244_release date <= 0.5 and diff_7369_male archetypes and masculinity > 0.5
734   rule        -0.0041       0.0015     0.163  diff_2987 > 0.5
735   rule        +0.0071       0.0015     0.046  diff_75_becomes / dissolves / spun / fails <= -0.5 and diff_563_defines states or conditions <= -0.5 and diff_3669_video content and analysis > -0.5
736   linear      -0.0030       0.0015     1.000  ctx_10737_phrases like "by step"
737   linear      +0.0027       0.0014     1.000  ctx_1076_the
738   linear      -0.0035       0.0013     1.000  ctx_1024_positive qualities and capabilities
739   rule        -0.0039       0.0013     0.865  diff_1531_discovery and revelation <= 0.5
740   linear      -0.0021       0.0013     1.000  diff_6863_boundingVolume and bindingMode.OneWay
741   rule        -0.0042       0.0013     0.104  diff_543_text descriptions and examples > -0.5 and diff_728_consciousness > -0.5 and diff_892_Likely causing this <= -0.5
742   rule        -0.0033       0.0013     0.187  diff_1170_quizzes and puzzles > 0.5
743   linear      -0.0018       0.0012     1.000  diff_7212_all the fish
744   rule        +0.0029       0.0012     0.758  diff_1213_intense negative emotions > -0.5
745   rule        +0.0035       0.0012     0.875  diff_2390_images <= 0.5
746   rule        +0.0027       0.0010     0.188  diff_4153_roles and actions <= -0.5
747   linear      +0.0017       0.0010     1.000  diff_729
748   linear      -0.0023       0.0010     1.000  ctx_583_concepts ending in ism
749   rule        -0.0021       0.0010     0.666  diff_73_false > -0.5
750   linear      +0.0020       0.0010     1.000  ctx_1119_made people or individuals
751   rule        -0.0031       0.0009     0.102  diff_45_could you tell me > -0.5 and diff_1531_discovery and revelation > 0.5 and diff_11774_negative medical outcomes > -0.5
752   rule        -0.0021       0.0009     0.743  diff_1170_quizzes and puzzles > -0.5 and diff_1970_3d, 4chan, 9gag > -0.5
753   linear      -0.0014       0.0009     1.000  diff_1440
754   rule        +0.0017       0.0008     0.548  diff_543_text descriptions and examples > -0.5 and diff_1176_load balancer <= 0.5 and diff_1966_unexpected things <= 0.5
755   linear      -0.0010       0.0008     1.000  diff_181
756   rule        +0.0022       0.0008     0.862  diff_16006_DO NOT <= 0.5
757   rule        -0.0023       0.0007     0.115  diff_2315_you probably use <= -0.5
758   rule        -0.0014       0.0007     0.652  diff_890 <= 0.5 and diff_1115_describing people or animals > -0.5
759   linear      +0.0008       0.0007     1.000  diff_760
760   linear      +0.0009       0.0006     1.000  diff_393
761   linear      -0.0012       0.0006     1.000  ctx_70
762   rule        -0.0029       0.0006     0.042  diff_12705_never <= -0.5
763   linear      +0.0010       0.0006     1.000  diff_1725
764   rule        +0.0011       0.0006     0.499  ctx_162 > 0.5 and diff_1280 > -0.5
765   rule        -0.0015       0.0005     0.145  diff_2497 > 0.5 and diff_5439_offensive content > -0.5
766   linear      +0.0009       0.0005     1.000  diff_2727_internet social media slang
767   rule        -0.0013       0.0005     0.832  diff_1234_direct, personal, necessity > -0.5
768   linear      +0.0007       0.0005     1.000  diff_918
769   rule        -0.0009       0.0004     0.648  diff_538_regulation, risk, and governance > -0.5 and diff_2892_instructions or problem context <= 0.5
770   linear      +0.0009       0.0004     1.000  ctx_472
771   linear      +0.0005       0.0004     1.000  diff_1315
772   rule        -0.0011       0.0004     0.159  diff_543_text descriptions and examples <= 0.5 and diff_1032_scenes and vehicles > -0.5 and diff_12139_questions and technical topics <= -0.5
773   rule        +0.0012       0.0004     0.101  diff_3332_defining a professional role > 0.5
774   linear      -0.0007       0.0003     1.000  ctx_391_i am a / i'm a
775   linear      +0.0005       0.0003     1.000  diff_105
776   linear      -0.0003       0.0002     1.000  diff_3150_Russian names and terms
777   rule        +0.0004       0.0002     0.325  diff_305 <= 0.5 and diff_1279 <= 0.5 and diff_4053_joke, humor, comedy > -0.5 and diff_8878_things or anything <= 0.5 and ctx_641_asking questions and seeking context <= 0.5
778   linear      -0.0004       0.0002     1.000  diff_281_okay and alright
779   linear      +0.0002       0.0002     1.000  diff_107_dialog starters
780   rule        -0.0018       0.0001     0.003  diff_30_specific word pairs > 0.5 and diff_450 > 0.5 and diff_490_detailed explanation > -0.5 and ctx_391_i am a / i'm a > 0.5 and diff_2727_internet social media slang > 0.5
781   rule        +0.0001       0.0000     0.110  ctx_14718_that countsthat hasthat makesthat identifiesthat introduce > 0.5 and diff_538_regulation, risk, and governance <= 0.5 and diff_1224_YouTube platform > -0.5 and diff_1497_question mark > -0.5
782   rule        -0.0000       0.0000     0.265  diff_83 > 0.5 and diff_1497_question mark > -0.5 and diff_3142_asking about who <= 0.5
